交响乐队	0	0	5	0	0	0	0	0	
马捉老鼠	3	0	0	0	0	0	0	0	
卑猥	9	0	0	0	0	0	0	0	
取得	0	0	0	0	0	5	0	0	
哑巴亏	0	0	0	0	5	0	0	0	
脆而不坚	5	0	0	0	0	0	0	0	
函盖充周	0	0	5	0	0	0	0	0	
永垂不朽	0	0	16	0	0	0	0	0	
婉丽	0	0	5	0	0	0	0	0	
中饱私囊	9	0	0	3	0	0	0	0	
追亡逐遁	0	0	0	0	0	0	0	5	
偷安旦夕	7	0	0	0	0	0	0	0	
包打听	5	0	0	0	0	0	0	0	
深湛	0	0	7	0	0	0	0	0	
握瑜怀瑾	0	0	7	0	0	0	0	0	
戒除	0	0	0	5	0	0	0	0	
祁奚之荐	0	0	3	0	0	0	0	0	
横眉瞪眼	0	0	0	0	0	0	9	0	
坠毁	0	0	0	0	5	0	0	0	
雷嗔电怒	0	0	0	0	0	0	7	0	
扪心无愧	0	0	7	0	0	0	0	0	
刺目	0	0	0	3	0	0	0	0	
平年	0	0	5	0	0	0	0	0	
坠茵落溷	0	0	0	0	0	0	0	5	
技艺	0	0	3	0	0	0	0	0	
辗转反侧	0	0	0	0	0	0	0	5	
家道中落	0	0	0	0	3	0	0	0	
砭庸针俗	5	0	0	0	0	0	0	0	
富国裕民	0	0	0	0	0	9	0	0	
枯树逢春	0	0	0	0	0	7	0	0	
劫富济贫	0	0	5	0	0	0	0	0	
自投罗网	5	0	0	0	0	0	0	0	
予取予夺	5	0	0	0	0	0	0	0	
Happy	0	0	0	0	0	5	0	0	
八股	3	0	0	0	0	0	0	0	
众口难调	0	0	0	0	0	0	0	5	
警省	0	0	1	0	0	0	0	0	
赏同罚异	7	0	0	5	0	0	0	0	
枯形灰心	7	0	0	0	9	0	0	0	
精神饱满	0	0	5	0	0	0	0	0	
傲贤慢士	5	0	0	0	0	0	0	0	
一世龙门	0	0	12	0	0	0	0	0	
大有年	0	0	0	0	0	7	0	0	
毁坏	3	0	0	0	0	0	0	0	
鼓腹击壤	0	0	5	0	0	0	0	0	
玄远	0	0	5	0	0	0	0	0	
妆饰	0	0	7	0	0	0	0	0	
不可理喻	5	0	0	0	0	0	0	7	
拶指	0	0	0	0	0	0	0	7	
棒喝	0	0	0	0	0	0	5	0	
灰飞烟灭	0	0	0	0	7	0	0	0	
情面	0	0	0	0	0	0	0	5	
黏皮着骨	5	0	0	0	0	0	0	0	
施斋	0	0	5	0	0	0	0	0	
怡神	0	0	0	0	0	5	0	0	
公评	0	0	8	0	0	0	0	0	
珑玲	0	0	5	0	0	0	0	0	
安土重迁	0	0	5	0	7	0	0	0	
欣欣	0	0	5	0	0	0	0	0	
追逼	0	0	0	0	0	0	0	7	
钟鸣鼎列	0	0	10	0	0	0	0	0	
一笑干金	0	0	7	0	0	0	0	0	
彩牌楼	0	0	3	0	0	5	0	0	
茅塞顿开	0	0	0	0	0	5	0	0	
利灾乐祸	7	0	0	0	0	0	0	0	
梨花带雨	0	0	7	0	0	0	0	0	
马上墙头	0	0	3	0	0	0	0	0	
通好	0	0	5	0	0	0	0	0	
通奸	5	0	0	0	0	0	0	0	
夫倡妇随	0	0	0	0	0	7	0	0	
無語	0	0	0	0	5	0	0	0	
奸邪	9	0	0	5	0	0	0	0	
妄求	3	0	0	0	0	0	0	0	
强横霸道	7	0	0	5	0	0	0	0	
蠢笨	7	0	0	0	0	0	0	0	
终南捷径	0	0	5	0	0	5	0	0	
江山易改，本性难移	3	0	0	0	0	0	0	0	
如汤灌雪	0	0	5	0	0	0	0	0	
冰心	0	0	5	0	0	0	0	0	
火冒三丈	0	0	0	0	0	0	7	0	
通儒硕学	0	0	7	0	0	0	0	0	
公认	0	0	7	0	0	0	0	0	
叫真儿	3	0	1	0	0	0	0	0	
文武差事	0	0	0	7	0	0	0	0	
耳边风	7	0	0	0	0	0	0	0	
心浮气粗	7	0	0	0	0	0	0	0	
舒畅	0	0	0	0	0	5	0	0	
畜妻养子	0	0	0	0	0	5	0	0	
情韵	0	0	3	0	0	0	0	0	
舒头探脑	3	0	0	0	0	0	0	0	
柳暗花遮	0	0	0	0	0	5	0	0	
公论	0	0	10	0	0	0	0	0	
负才使气	7	0	0	0	0	0	0	0	
忿然作色	0	0	0	0	0	0	5	0	
捐躯殉国	0	0	9	0	0	5	0	0	
古井无波	0	0	7	0	0	0	0	0	
搔首弄姿	3	0	0	0	0	0	0	0	
镂金错采	0	0	1	0	0	0	0	0	
鸦片战争	0	0	0	0	5	0	0	0	
镂肝鉥肾	0	0	3	0	0	0	0	0	
悲咽	0	0	0	0	5	0	0	0	
立功赎罪	0	0	5	0	0	0	0	0	
友好	0	0	3	0	0	0	0	0	
忧郁	0	0	0	0	1	0	0	3	
起誓	0	0	7	0	0	0	0	0	
赏立诛必	0	0	5	0	0	0	0	0	
仓皇	0	0	0	0	0	0	0	5	
刑辱	0	0	0	7	0	0	0	0	
焦脣敝舌	0	0	0	0	0	0	0	5	
跗萼连晖	0	0	7	0	0	0	0	0	
懈气	0	0	0	0	5	0	0	0	
安枕而卧	0	0	0	0	0	5	0	0	
悲哀	0	0	0	0	5	0	0	0	
饮冰茹蘖	0	0	5	0	0	0	0	0	
模糊不清	1	0	0	0	0	0	0	0	
额蹙心痛	0	0	0	0	9	0	0	0	
悲哽	0	0	0	0	5	0	0	0	
强兵富国	0	0	8	0	0	0	0	0	
安然	0	0	0	0	0	5	0	0	
青蝇染白	5	0	0	0	0	0	0	0	
引颈受戮	5	0	0	0	0	0	0	0	
零星	0	0	0	0	1	0	0	0	
冥室椟棺	0	0	0	7	0	0	0	5	
相视而笑	0	0	0	0	0	3	0	0	
百足之虫，死而不僵	0	0	0	0	0	0	0	0	
一丝不苟	0	0	7	0	0	0	0	0	
浩浩荡荡	0	0	7	0	0	0	0	0	
贵人多忘事	0	0	0	5	0	0	0	0	
引狼入室	9	0	0	0	0	0	0	0	
大吃一惊	0	0	0	0	0	0	0	0	
手足之情	0	0	8	0	0	0	0	0	
泪人儿	0	0	0	0	7	0	0	0	
根绝	0	0	1	0	0	0	0	0	
捕影系风	5	0	0	0	0	0	0	0	
遭难	5	0	0	0	0	0	0	5	
沃饶	0	0	5	0	0	0	0	0	
奋发踔厉	0	0	7	0	0	0	0	0	
浩然之气	0	0	7	0	0	0	0	0	
热乎乎	0	0	0	0	0	3	0	0	
甘心情愿	0	0	0	0	0	3	0	0	
师道尊严	0	0	7	0	0	0	0	0	
取巧	5	0	0	0	0	0	0	0	
杜断房谋	0	0	7	0	0	0	0	0	
偷合苟从	7	0	0	0	0	0	0	0	
屯街塞巷	5	0	0	0	0	0	0	0	
七贞九烈	0	0	7	0	0	0	0	0	
剑胆琴心	0	0	5	0	0	0	0	0	
家破人离	0	0	0	0	7	0	0	0	
不平等条约	7	0	0	0	0	0	0	0	
勇悍	0	0	5	0	0	0	0	0	
兴会淋漓	0	0	0	0	0	9	0	0	
因循守旧	5	0	0	0	0	0	0	0	
不寒而栗	0	0	0	0	0	0	0	5	
缺乏绅士风度	5	0	0	0	0	0	0	0	
腼腆	0	0	0	0	0	0	0	1	
酒池肉林	9	0	0	0	0	0	0	0	
辱国殄民	7	0	0	0	0	0	0	0	
野调无腔	5	0	0	0	0	0	0	0	
鹤膝蜂腰	5	0	0	0	0	0	0	0	
趣剧	0	0	0	0	0	7	0	0	
坍台	7	0	0	0	0	0	0	0	
平反	0	0	0	0	0	8	0	0	
震撼寰宇	0	0	0	0	0	0	0	0	
野草闲花	1	0	0	0	0	0	0	0	
进退失据	0	0	0	0	0	0	0	3	
切理会心	0	0	0	0	0	5	0	0	
贪生畏死	9	0	0	0	0	0	0	0	
阻碍	3	0	0	0	0	0	0	0	
无凭无据	9	0	0	0	0	0	0	0	
美如冠玉	0	0	8	0	0	0	0	0	
冷淡	5	0	0	0	0	0	0	0	
深挚	0	0	5	0	0	0	0	0	
挂气	0	0	0	0	0	0	1	0	
一意孤行	7	0	0	0	0	0	0	0	
表面化	3	0	0	0	0	0	0	0	
雨帘云栋	0	0	7	0	0	0	0	0	
伯乐	0	0	5	0	0	0	0	0	
宽怀大度	0	0	9	0	0	0	0	0	
栉比鳞臻	0	0	5	0	0	0	0	0	
不务空名	0	0	5	0	0	0	0	0	
进退失措	0	0	0	0	0	0	0	5	
小视	0	0	0	1	0	0	0	0	
BUCUO	0	0	5	0	0	0	0	0	
锦囊佳句	0	0	5	0	0	0	0	0	
买牛得羊－大失所望	0	0	0	0	7	0	0	0	
身名两泰	0	0	0	0	0	10	0	0	
小觑	3	0	0	0	0	0	0	0	
神龙马壮	0	0	7	0	0	0	0	0	
生寄死归	0	0	5	0	0	0	0	0	
款曲	0	0	7	0	0	0	0	0	
公私两济	0	0	5	0	0	0	0	0	
保皇	3	0	0	0	0	0	0	0	
毛遂堕井	7	0	0	0	0	0	0	0	
八面驶风	0	0	5	0	0	0	0	0	
弱不禁风	3	0	0	0	0	0	0	0	
官情纸薄	0	0	0	0	0	0	0	7	
馋鬼	1	0	0	0	0	0	0	0	
MD	0	0	0	0	0	0	7	0	
尊无二上	0	0	7	0	0	0	0	0	
龙腾虎踞	0	0	5	0	0	0	0	0	
真实	0	0	8	0	0	0	0	0	
惟命是听	7	0	0	0	0	0	0	0	
峻宇彫墙	0	0	3	0	0	0	0	0	
身手	0	0	3	0	0	0	0	0	
斑衣戏彩	0	0	5	0	0	0	0	0	
添醋加油	7	0	0	5	0	0	0	0	
向平之愿	0	0	0	0	0	3	0	0	
岸然	0	0	5	0	0	0	0	0	
雌老虎	3	0	0	5	0	0	0	0	
断鹤续凫	3	0	0	0	0	0	0	0	
随声趋和	7	0	0	0	0	0	0	0	
假公济私	7	0	0	0	0	0	0	0	
截发剉稾	0	0	5	0	0	0	0	0	
毛头毛脑	5	0	0	0	0	0	0	0	
忘寝废食	0	0	7	0	0	0	0	0	
风平浪静	0	0	0	0	0	8	0	0	
神秘	3	0	0	0	0	0	0	0	
圆滑	1	0	0	0	0	0	0	0	
进退失所	0	0	0	0	0	0	0	5	
扯臊	3	0	0	0	0	0	0	0	
水落石出	0	0	0	0	0	7	0	0	
锦囊佳制	0	0	5	0	0	0	0	0	
巧发奇中	0	0	5	0	0	0	0	0	
强将手下无弱兵	0	0	1	0	0	0	0	0	
嗷嗷的	0	0	7	0	0	0	0	0	
格守不渝	0	0	5	0	0	0	0	0	
众难群移	5	0	0	0	0	0	0	0	
文韬武略	0	0	5	0	0	0	0	0	
障人眼目	3	0	0	1	0	0	0	0	
显姓扬名	0	0	5	0	0	0	0	0	
执法必严	0	0	1	0	0	0	0	0	
秀外惠中	0	0	9	0	0	0	0	0	
破门而入	1	0	0	0	0	0	0	0	
挂一漏万	1	0	0	0	0	0	0	0	
情面难却	0	0	5	0	0	0	0	3	
刻骨镂心	0	0	3	0	0	0	0	0	
人寿年丰	0	0	7	0	0	0	0	0	
差误	3	0	0	0	0	0	0	0	
诛求无度	0	0	0	7	0	0	0	0	
破家为国	0	0	9	0	0	0	0	0	
说黄道黑	5	0	0	0	0	0	0	0	
残破	0	0	0	0	1	0	0	0	
无任之禄	7	0	0	0	0	0	0	0	
剪彩	0	0	0	0	0	3	0	0	
昊天罔极	0	0	0	0	7	0	0	0	
欢蹦乱跳	0	0	0	0	0	7	0	0	
孤胆	0	0	7	0	0	0	0	0	
审慎	0	0	5	0	0	0	0	0	
扯腿	3	0	0	0	0	0	0	0	
好评	0	0	7	0	0	0	0	0	
凋敝	0	0	0	0	5	0	0	0	
昌亭旅食	0	0	0	0	5	0	0	0	
胁肩低首	5	0	0	0	0	0	0	0	
安如泰山	0	0	5	0	0	0	0	0	
批判	8	0	0	0	0	0	0	0	
麻姑献寿	0	0	6	0	0	0	0	0	
纵情	0	0	0	0	0	7	0	0	
逸辈殊伦	0	0	9	0	0	0	0	0	
坐误	7	0	0	5	0	0	0	0	
舜日尧年	0	0	5	0	0	0	0	0	
别有风味	0	0	5	0	0	0	0	0	
圆润	0	0	9	0	0	0	0	0	
黔驴之技	5	0	0	0	0	0	0	0	
不可企及	0	0	0	0	7	0	0	0	
深情厚谊	0	0	1	0	0	0	0	0	
冷漠	3	0	0	0	0	0	0	0	
活菩萨	0	0	5	0	0	0	0	0	
悍将	0	0	3	0	0	0	0	0	
月饼	0	0	0	0	0	5	0	0	
仑皇失措	0	0	0	0	0	0	0	7	
渴念	0	0	0	0	5	0	0	0	
口耳之学	3	0	0	0	0	0	0	0	
中奖	0	0	0	0	0	9	0	0	
将天就地	5	0	0	0	0	0	0	0	
贵耳贱目	3	0	0	0	0	0	0	0	
平凡	0	0	5	0	0	0	0	0	
老马嘶风	0	0	3	0	0	0	0	0	
神童	0	0	7	0	0	0	0	0	
大公无私	0	0	7	0	0	0	0	0	
民不堪命	9	0	0	0	0	0	0	0	
东央西浼	0	0	5	0	0	0	0	0	
天惊石破	0	0	0	0	0	0	0	0	
跑警报	0	0	0	0	0	0	0	7	
深意	0	0	1	0	0	0	0	0	
裁撤	0	0	0	0	3	0	0	0	
无面目见江东父老	0	0	0	0	0	0	0	9	
毁害	5	0	0	1	0	0	0	0	
端方	0	0	3	0	0	0	0	0	
白发苍苍	0	0	1	0	0	0	0	0	
混水捞鱼	5	0	0	0	0	0	0	0	
圆浑	0	0	5	0	0	0	0	0	
救焚拯溺	0	0	5	0	0	0	0	0	
伍子胥过韶关－一夜愁白了头	0	0	0	0	0	0	0	9	
遒炼	0	0	3	0	0	0	0	0	
吉祥物	0	0	1	5	0	0	0	0	
滚瓜流水	0	0	5	0	0	0	0	0	
平允	0	0	5	0	0	5	0	0	
俚俗	5	0	0	0	0	0	0	0	
寝关曝纊	0	0	0	0	0	0	0	7	
鼹腹易盈	5	0	0	0	0	0	0	0	
闷棍	1	0	0	0	0	0	0	0	
追趋逐耆	5	0	0	0	0	0	0	0	
公子哥儿	3	0	0	0	0	0	0	0	
恭请	0	0	5	0	0	0	0	0	
诛求无已	0	0	0	7	0	0	0	0	
惹草拈花	5	0	0	0	0	0	0	0	
局促	0	0	0	0	0	0	0	7	
揉搓	0	0	0	0	0	0	7	0	
喜封	0	0	0	0	0	3	0	0	
臭气冲天	9	0	0	0	0	0	0	0	
如胶投漆	0	0	5	0	0	0	0	0	
神算	0	0	5	0	0	0	0	0	
葱茂	0	0	6	0	0	0	0	0	
民殷国富	0	0	5	0	0	0	0	0	
葱茏	0	0	2	0	0	0	0	0	
贫苦	0	0	0	0	3	0	0	5	
背信	7	0	0	3	0	0	0	0	
最高级	0	0	3	0	0	0	0	0	
闹意见	5	0	0	0	0	0	0	0	
身单力薄	3	0	0	0	0	0	0	0	
逾淮之橘	3	0	0	0	1	0	0	0	
至性	0	0	5	0	0	0	0	0	
